root	Akkadian:	Amharic:	Amorite:	Arabic:	Aramaic:	Argobba:	Biblical Aramaic:	Canaanite:	East Ethiopic:	Eblaitic:	Epigraphic South Arabian:	Gafat:	Geʕez (Ethiopian):	Gurage:	Harari:	Harsusi:	Hebrew:	Jibbali:	Judaic Aramaic:	Mandaic Aramaic:	Mehri:	Modern Arabic:	Modern Aramaic:	Phoenician:	Soqotri:	Syrian Aramaic:	Tigrai (Tigriñña):	Tigre:	Ugaritic:
ʔarḫ	arḫu	-	-	ʔirḫ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ʔarḥ	-	ʔarḥi	-	ʔarḫ
gVz	-	gʷǝza	-	-	-	-	-	-	-	-	-	-	gʷǝzā	-	-	-	-	-	gazzā	-	-	-	-	-	-	-	-	-	-
ḫuld	-	-	-	ḫuld	-	-	-	-	-	-	-	-	ḫǝld	-	-	-	ḥōläd	-	ḥuldā	-	-	-	-	-	-	ḥuldā	-	hulǝd	-
ḫVl	-	-	-	ʔaḫyal	-	-	-	-	-	-	-	-	-	-	-	-	ḥōl	-	-	-	-	-	-	-	-	-	-	-	-
ḫVmVl	ḫilammu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ḫemlēt	-	ḫamlɔ́t	-	-	ḫǝmlīt	-	-	-	ḥámla	-	-	-	-
ḫVnziz	ḫanzizītu	ǝnzǝz	-	ḫunzuwānat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ḥǝnǯiǯ	-	-
ḫVrVp	ḫurāpu	-	-	ḫarūf	-	-	-	-	-	-	-	-	-	-	-	ḫerefōt	-	-	ḥurpā	hurpa	-	-	-	-	-	ḥurpā	-	-	ḫprt
ɣupr	-	-	-	ɣafr	-	-	-	-	-	-	-	-	-	-	-	-	ʕōpär	-	-	-	-	-	-	-	-	-	-	-	-
ɣVrVb	āribu	-	-	ɣurāb	-	-	-	-	-	ḫaribù̀	-	-	-	-	-	yeɣereb	ʕōrēb	ʔaɣǝréb	ʕurbā	ʕurba	yǝɣǝráyb	-	-	-	ʔáʕreb	ʕūrǝbā	-	-	-
ɣVrVn	urinnu	-	-	ɣaran	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ɣVzāl	ḫuzālu	-	-	ɣazāl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ʕwzl	-	-	-	-	-	-	ʕūzaylā	-	-	-
ḥagl	-	-	-	ḥaǯal	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ḥaglā	-	ḥagäl	-
ḥargal	irgilu	-	-	ḥarǯalat	-	-	-	-	-	irgilum	-	-	-	-	-	-	ḥargōl	-	ḥargōlā	-	-	-	-	-	-	ḥargālā	-	-	-
ḥarSap	ḫarsapnu	-	-	ḥaršaf	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
hatVtVw	ettūtu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	hatatit	-
ḥimār	imēru	-	-	ḥimār	-	-	-	-	-	-	-	-	-	-	-	-	ḥămōr	-	ḥămārā	hamara	-	-	-	-	-	ḥmārā	-	-	ḥmr
ḥVbVS	-	-	-	ḥubšiyyat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ḥabšuštā	-	ḥabuš	-
ḥVng	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ḥaz̃ɔ́t	-	-	-	-	-	-	-	-	ḥǝngugu	-	-
hVm	umāmu	-	-	hawwām	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	hǝmmäm	-
ḥVrb	ḫarbabillu	-	-	ḥirbāʔ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḥVsVn	-	ašän	-	-	-	-	-	-	-	-	-	-	ḥasen	-	-	-	-	-	-	-	-	-	-	-	-	-	ḥasen	-	ḥsn
ḥVwār	-	-	-	ḥuwār	-	-	-	-	-	-	-	-	-	-	-	ḥewōr	-	-	-	-	ḥǝwōr	-	-	-	-	-	-	ḥǝwar	-
kabŝ	kabsu	-	-	kabš	-	-	-	-	-	-	-	-	-	-	-	kabŝ	käbäŝ	kɔbŝ	-	kabiš	kábŝ	-	-	-	kobŝ	kebšā	-	-	-
karr	kirru	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	kar	-	-	-	-	-	-	-	-	-	-	-	kr
kawdan	kūdanu	-	-	kawdan	-	-	-	-	-	gúdanúm	-	-	-	-	-	-	-	-	kūdǝnā	kudana	-	-	-	-	-	kūdanyā	-	-	kdnt
kurkiy	kurkû	-	-	kurkiyy	-	-	-	-	-	-	-	-	kʷarāki	-	-	-	-	-	kurkǝyā	kurkia	-	-	-	-	-	kurkǝyā	-	-	-
kVnnVm	-	-	-	-	-	-	-	-	-	ganaduum	-	-	-	-	-	kenemōt	kēn	s̃ínít	kinnā	-	kǝnǝmūt	-	-	-	kónem	-	-	-	-
kVS	kušû	-	-	-	-	-	-	-	-	-	-	-	kaysi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	käyǝs	-
kVwVr	-	-	-	-	-	-	-	-	-	-	-	-	kawwara	-	-	-	-	-	kawrā	kauara	-	-	-	-	kúwerhor	-	-	-	-
ḳaʔḳaʔ	ḳaḳû	-	-	-	-	-	-	-	-	ḳúḳíanuum	-	-	-	-	-	-	ḳāʔāt	-	ḳātā	-	-	-	-	-	-	ḳāḳā	-	-	-
ḳaʕḳaʕ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ḳāḳāt	-	-	-	-	-	-	-	-
ḳʷāʕ	-	-	-	-	-	-	-	-	-	-	-	-	ḳʷāʕ	-	-	-	-	-	-	-	-	-	-	-	-	ḳāʕā	-	ḳǝwaʕ	-
ḳaml	-	ḳǝmal	-	ḳaml	-	-	-	-	-	gamatum	-	-	ḳʷǝmāl	-	-	-	-	-	ḳalmǝtā	-	-	-	-	-	-	ḳalmā	ḳumal	ḳämlät	-
ḳāriʔ	-	ḳʷǝrǝyye	-	ḳāriyat	-	-	-	-	-	-	-	-	-	-	-	-	ḳōrēʔ	-	ḳōrēʔā	-	-	-	-	-	-	-	-	-	-
ḳarṣ	-	-	-	ḳāriṣ	-	-	-	-	-	-	-	-	-	-	-	ḳerūṣ	ḳäräṣ	ḳérɔ́ṣ	ḳārōṣā	-	ḳǝrōṣ	-	-	-	-	-	-	-	-
ḳVrd	-	-	-	ḳird	-	-	-	-	-	-	-	-	ḳardināt	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḳʷird	-	ṭǝḳur	-	ḳurd	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ḳardā	-	-	-	-	-	-	ḳerdā	ḳʷärʔǝdǝt	ḳʷärʔǝd	-
ḳunḳān	ḳūḳānu	č̣ǝč̣č̣an	-	-	-	-	-	-	-	-	-	-	ḳʷǝnḳʷǝne	-	ḳǝñḳiñ	-	-	-	ḳuḳyānē	-	-	-	-	-	-	-	-	ḳǝnḳǝn	-
ḳunpud_	-	-	-	ḳunfud_	-	-	-	-	-	gibasum	-	-	ḳʷǝnfǝz	-	-	-	ḳippōd	-	ḳupdā	unpud	-	-	-	-	-	ḳuppǝdā	ḳǝnfǝz	ḳǝnfǝz	-
ḳut	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ḳūtī	-	ḳuttu	-
ḳVmḥ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ḳamḥā	-	ḳomḥay	-
ḳVmVṣ	-	-	-	ḳamaṣ	-	-	-	-	-	-	-	-	-	-	-	-	-	ḳĩɛ́ṣ	ḳamṣā	gamsa	-	-	-	-	-	ḳamṣā	-	-	-
ḳVṣVm	-	ḳǝč̣am	-	ḳaṣam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ḳṣm
ḳʷVṭVn	-	ḳäṭṭǝnit	-	-	-	-	-	-	-	-	-	-	ḳʷǝṭni	-	-	-	-	-	-	-	-	-	-	-	-	ḳeṭṭōnā	-	-	-
labVʔ	labbu	-	-	lubaʔat	lbʔ	-	-	-	-	abbaum	-	-	-	-	-	-	lābīʔ	-	-	-	-	-	-	-	-	-	-	-	lbʔu
laḳlaḳ	laḳlaḳḳu	-	-	laḳlaḳ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
layt_	-	-	-	layt_	-	-	-	-	-	-	-	-	-	-	-	-	layiš	-	lētā	-	-	-	-	-	-	-	-	-	-
muhr	mūru	-	-	muhr	-	-	-	-	-	-	-	-	mhr	-	-	-	-	-	-	-	-	-	-	-	-	muhrā	mǝhir	-	-
mVḳ	miḳḳānu	-	-	mūḳ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	mǝḳāḳ	-	-	-	-	-	-	-	-	-	-
mVrVʔ	mīru	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	mǝrīʔ	-	-	-	-	-	-	-	-	-	-	-	-
mVšVṭ	-	misṭ	-	-	-	-	-	-	-	-	-	-	mǝŝǝṭ	-	-	-	-	-	-	-	-	-	-	-	-	māšoṭā	-	-	-
nayal	nayalu	niyala	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	nälät	-
nāḳat	naḳati	-	-	nāḳat	-	-	-	-	-	-	-	-	nāḳat	-	-	-	-	-	nāʔḳǝtā	-	-	-	-	-	-	-	-	-	-
namal	namalu	-	-	nimmat	-	-	-	-	-	-	-	-	-	-	-	lōmēl	nǝmālā	nīźín	-	-	nōmīl	-	-	-	nímhil	nǝmālā	-	-	-
namir	nimru	näbǝr	-	nimr	-	-	nǝmar	-	-	namelum	-	-	namr	-	-	nemr	nāmēr	-	nǝmar	namar	-	-	-	-	-	nemrā	näbri	näbri	-
našr	našru	nǝsǝr	-	nasr	-	-	nǝšar	-	-	-	-	-	nǝsr	-	-	-	näšär	núšer	nǝšar	nišra	nōhǝr	-	-	-	nóyhir	nešrā	nǝsri	nǝsǝr	nšr
nVʕVm	-	-	-	naʕām	-	-	-	-	-	-	-	-	-	-	-	-	-	-	naʕămītā	-	-	-	-	-	-	naʕāmā	-	-	-
nVɣVr	nēru	-	-	nuɣar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	nǝɣɣōr	-	-	-	-	-	-	-	-
nVḥl	-	-	-	naḥl	-	-	-	-	-	-	-	-	-	-	-	-	-	-	nǝḥīl	-	-	-	-	-	-	-	-	-	-
nVhVš	nēšu	-	-	nahhās	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVḳVr	-	-	-	naḳḳār	-	-	-	-	-	-	-	-	-	-	-	-	-	-	nǝḳīrā	-	noḳḳôr	-	-	-	-	nāḳar	-	-	-
nVṣ	naṣnaṣu	-	-	naṣṣat	-	-	-	-	-	-	-	-	-	-	-	-	nēṣ	-	naṣṣā	-	-	-	-	nṣ	-	neṣṣā	-	-	nṣ
nVsVp	enšub	-	-	nussāf	-	-	-	-	-	-	-	-	-	-	-	-	yanšūp	-	-	-	-	-	-	-	-	-	-	-	-
paʔr	pērūrūtu	färfär	-	faʔr	-	-	-	-	-	baratum	-	ũfʷǝrä	-	-	fūr	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pahd	-	-	-	fahd	-	-	-	-	-	-	-	-	-	-	-	-	-	fhǝdɛ́t	-	pahad	fǝhǝdēt	-	-	-	-	pahdā	-	-	-
parg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	pǝrīgā	-	-	-	-	-	-	parrūgā	-	fǝrnǝg	-
parḫ	-	-	-	farḫ	-	-	-	-	-	-	-	-	farḫ	-	-	-	ʔäprōăḥ	-	ʔäprōḥā	pura	-	-	-	-	-	pāraḥtā	-	-	-
parr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	par	-	prh	-	-	-	-	-	-	-	-	-	pr
pVḥVr	-	-	-	faḥḥār	-	-	-	-	-	-	-	-	-	-	fōḥri	-	-	fḥarɛ́t	-	-	-	-	-	-	-	-	-	-	-
pVlw	-	-	-	filw	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	fólhi	-	-	fǝlit	-
ṗVrɣVt_	peršaʔu	-	-	burɣūt_	-	-	-	-	-	purḫašúm	-	-	-	-	-	-	parʕōš	-	-	-	-	-	-	-	-	purtaʕnā	-	-	-
pVšpVš	-	-	-	fasfas	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	pašpūšā	-	-	-
raḫam	-	-	-	raḫam	-	-	-	-	-	-	-	-	-	-	-	reḫemōt	rāḥām	ɛrḫõt	-	-	rǝḫǝmūt	-	-	-	-	-	-	-	-
raḫil	laḫru	-	-	riḫlat	-	-	-	-	-	-	-	-	-	-	-	-	rāḥēl	-	rǝḥēlā	-	-	-	-	-	réḥloh	-	-	-	-
raḳḳ	raḳḳu	-	-	raḳḳ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	raḳḳītā	riḳa	-	-	-	-	-	raḳḳā	-	-	-
riʔm	rīmu	-	-	riʔm	-	-	-	-	-	-	-	-	-	-	-	-	rǝʔēm	-	rǝʔēmā	-	-	-	-	-	-	raymā	-	-	rʔum
sā	sāsu	šušš	-	sūs	-	-	-	-	-	-	-	-	-	-	sūs	-	sās	-	sāsā	sasa	-	-	-	-	-	sūsǝtā	-	-	-
ṣarṣar	ṣarṣaru	-	-	ṣarṣar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ṣarṣǝrā	-	-	-	-	-	-	ṣarṣūrā	-	-	-
ṣ̂aʔn	ṣēnu	-	-	ḍāʔin	-	-	-	-	-	-	-	-	-	-	-	-	ṣōʔn	-	ʕān	aḳna	-	-	-	-	-	ʕānā	-	-	ṣʔin
ŝarap	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ŝārāp	-	-	-	ŝrēf	-	-	-	-	-	-	-	-
ŝaw	šuʔu	-	-	šāʔ	-	-	-	-	-	-	-	-	-	-	-	-	ŝǟ	-	-	-	-	-	-	š	-	-	-	-	š
SVbVy	šubabītu	-	-	šabāt	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
SVkk	šikkû	šǝkokko	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ṣVlṣVl	-	-	-	ṣulṣul	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ṣōṣǝlā	ṣiṣlia	-	-	-	-	-	ṣūṣǝlā	-	-	-
ṣVl	ṣallalu	č̣ululle	-	-	-	-	-	-	-	-	-	-	ṣilat	-	č̣ulullu	-	-	-	-	-	-	-	-	-	-	ṣalṣūlā	-	-	-
ṣVlVm	-	-	-	ʔalʔaṣlam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ṣlmwḥʔ	ṣällam	-	-
SVlw	-	-	-	salwā	-	-	-	-	-	-	-	-	-	-	-	-	ŝǝlāw	-	sǝlāw	-	-	-	-	-	šílhi	salway	-	-	-
sVnūnVwat	sinuntu	-	-	sunūnuw	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sǝnūnītā	-	-	-	-	-	-	sǝnūnītā	-	-	snnt
ṣVppVr	-	-	-	ṣāfir	-	-	ṣippǝrīn	-	-	-	-	-	-	-	-	ṣ̌eferot	ṣippōr	eṣferót	ṣippar	ṣipra	-	-	-	ṣpr	ṣafiroh	ṣeppǝrā	-	-	ṣpr
ŝVrŝVr	suššuru	-	-	šaršūr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ṣ̂VbVʕ	-	-	-	ḍabuʕ	-	-	-	-	-	-	-	-	ḍǝbʕ	-	-	-	ṣābūăʕ	-	-	-	-	-	-	-	ḍábʕah	-	-	-	-
ŝVm	ušummu	-	-	šīm	-	-	-	-	-	ùšumuum	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ṣ̂Vpardiʕ	-	-	-	ḍifdiʕ	-	-	-	-	-	-	-	-	-	-	-	ṣefdeʔēt	ṣǝpardēăʕ	-	ʔurdǝʕā	-	ṣ̌ǝfdēt	-	-	-	-	ʔurdǝʕā	-	-	-
sVwsVw	sīsû	-	-	sīsiyy	-	-	-	-	-	-	-	-	-	-	-	-	sūs	-	sūsǝyā	susia	-	-	-	-	-	sūsǝyā	-	-	ssw
šumšum	-	-	-	sumsum	-	-	-	-	-	-	-	-	-	-	-	-	-	-	šumšǝmānā	šušmana	-	-	-	-	-	šawšǝmānā	-	-	-
šVl	-	sila	-	-	-	-	-	-	-	-	-	-	sol	-	-	-	-	-	šlynwnyn	-	-	-	-	-	-	šālē	sila	-	-
šVmm	šammānu	-	-	sāmm	-	-	-	-	-	-	-	-	-	-	-	-	ŝǝmāmīt	-	sǝmāmītā	-	-	-	-	-	-	-	-	-	-
šVpVr	sappāru	-	-	-	-	-	-	-	-	šèbarru	-	-	sappirā	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
tāʔ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tǝʔō	-	-	-	-	-	-	-	-	-	-	tay	-
tawliʕat	tūltu	tǝl	-	-	-	-	-	-	-	-	-	-	-	-	tuluʔ	tewālōt	tōlāʕ	tǝbʕɔ́lɔ́t	tōlaʕtā	tulita	tǝwālōt	-	-	-	taʕáleh	tawlǝʕā	-	-	-
tayš	-	-	-	tays	-	-	-	-	-	-	tys	-	-	-	-	tāyeh	tayiš	tuš	tǝyāšā	-	táyh	-	-	-	teš	tayšā	-	tes	-
tVkVr	titkurru	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tukor	-
tVrbal	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	turbālā	-	-	-	-	-	-	-	-	bärtäl	-
t_aʔwat	-	-	-	t_aʔwat	-	-	-	-	-	-	-	-	-	-	-	t_īt	-	t_ēt	-	tata	t_iwīt	-	-	-	téʔe	-	-	-	t_ʔat
t_apan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	šāpān	t_ɔ́fun	-	-	t_ōfǝn	-	-	-	-	-	-	-	-
t_VʕVl	šēlebu	-	-	t_uʕāl	-	-	-	-	-	-	-	-	-	-	-	yet_áyl	šūʕāl	it_ʕél	taʕal	tala	yǝt_áyl	-	-	-	-	taʕlā	-	-	t_ʕlb
t_Vbl	šublatum	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	šabbǝlūl	-	tiblālā	-	-	-	-	-	-	-	-	-	-
t_Vl	aslu	-	-	t_aytal	-	-	-	-	-	-	-	-	-	-	-	t_el	-	-	-	-	t_al	-	-	-	-	-	-	sǝle	-
ṭalay	-	-	-	ṭalan	-	-	-	-	-	-	-	-	ṭali	-	ṭāy	-	ṭālǟ	-	ṭalyā	-	-	-	-	-	-	-	ṭel	ṭälit	-
ṭayr	-	-	-	ṭayr	-	-	-	-	-	-	-	-	taṭayyara	-	-	-	-	-	ṭyr	-	-	-	-	-	-	ṭayrā	-	-	-
wābil	-	-	-	wābilat	-	-	-	-	-	-	-	-	-	-	-	-	yōbēl	-	yūbǝlā	-	-	-	-	ybl	-	-	-	-	-
wVʕ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	yaʕʕā	-	wiʕa	-
yaḥmūr	-	-	-	yaḥmūr	-	-	-	-	-	-	-	-	-	-	-	-	yaḥmūr	-	yaḥmūrā	iamuria	-	-	-	-	-	yaḥmūrā	-	-	yḥmr
yapan	-	wäyfän	-	yafan	-	-	-	-	-	-	-	-	tayfan	-	-	-	-	-	-	-	-	-	-	-	-	-	täfin	-	ypt
yarbVʕ	arrabu	-	-	yarbūʕ	-	-	-	-	-	arabùum	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	yarbūʕā	-	-	-
yawn	-	wane	-	-	-	-	-	-	-	-	-	-	-	-	-	-	yōnā	-	yōnǝtā	iuna	-	-	-	-	-	yawnā	-	-	ynt
zīz	zizānu	-	-	zīz	-	-	-	-	-	-	-	-	-	-	-	-	zīz	-	zīzā	-	-	-	-	-	-	-	-	-	-
zVmr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	zämär	-	-	-	-	-	-	-	-	-	-	-	zmr
zVrzVr	-	-	-	zurzur	-	-	-	-	-	-	-	-	-	-	-	-	zarzīr	-	-	-	-	-	-	-	-	zarzīrā	-	-	-
H	allu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
kiry	kirû	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
saykat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	šeka	-
ʕayŝx	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ʕeš	-
ŝaʕVr	-	sar	-	cf	-	sǝrray	-	-	-	-	-	sǝndä	śāʕr	saʔar	-	-	ŝǝʕōrā	ŝáʕǝr	sǝʕartā	sara	ŝɛ̄r	-	-	-	cf	sǝʕārǝtā	-	saʕarsaʕaro	-
dVngʷ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dāgān	-	-	-	-	-	-	dgn	dengo	-	-	-	dgn
dVgVr	-	-	-	diǯr	-	-	-	-	-	-	-	-	-	-	-	-	-	dǝgǝrät	-	-	dǝgǝrät	-	-	-	dígir	dagr	-	-	-
ʔadangal	-	dälgʷäm	-	-	-	-	-	-	-	-	-	-	dǝlgʷǝmmā	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḥi	uṭṭatu	-	-	ḥinṭat	-	-	-	-	-	-	-	-	ḥǝṭṭǝt	-	-	-	ḥiṭṭā	ḥiṭ	ḥinṭǝtā	-	-	-	-	-	ḥinṭǝh	ḥeṭṭǝtā	-	-	ḥtt
kVbb	kibtu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	käbbä	-
laylayan	lillânu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʔašnVʔ	ašnanu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	mǝšnuʔ	-	-	mǝhnoy	-	-	-	šáne	-	-	-	-
ŝxi	šeʔu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	šǝʕītā	-	-	-	-	-	-	-	-	säʕaʕ	-
ŝxabar	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	šäbär	-	-	-	-	-	-	-	-	-	-	säbbära	-
tiʔin	tittu	-	-	tīn	-	-	-	-	-	-	-	-	-	-	tīn	-	tǝʔēnā	-	tēnǝtā	tina	-	-	-	-	-	teʔttā	-	-	-
ka	-	känfär	-	kinfirat	-	-	-	-	-	-	-	-	kanfar	-	-	-	-	-	-	-	-	-	-	-	-	-	känfär	känfär	-
taʔ	tāʔu	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	taʔ	-	-	-	-	-	-	-	-	-	-	-	-
ʔarw	-	-	-	ʔary	-	-	-	-	-	-	-	-	-	-	-	-	ʔōrōt	-	-	-	-	-	-	-	-	-	-	-	-
garid	-	-	-	ǧarad	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ǯärid	-
ŝaʔw	-	-	-	šaʔwan	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
nVʕayt	-	-	-	nuʕnuʕat	-	-	-	-	-	-	-	-	-	-	-	-	-	naʕét	nǝyāʕā	-	nǝʔīt	-	-	-	nǝ́ʕǝh	nāʕā	-	-	-
ṭapaḥ	-	ṭǝffi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ṭäpaḥ	-	ṭpḥ	-	-	-	-	-	ṭáfaḥ	-	-	-	-
ɣ	-	-	-	ʔaɣlab	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ʕlb	-
ḥarkak	-	-	-	ḥarkakat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pāʔil	-	-	-	fāʔil	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gilaʕ	-	-	-	ǯ̌lʕ	-	-	-	-	-	-	-	-	-	-	-	-	-	giẑʕɔ́t	-	-	gǝlōt	-	-	-	note	gǝlaʕtā	-	-	-
gʷann	-	gʷänn	-	ǧanǧan	-	-	-	-	-	-	-	gʷanä	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	gǝnne	-
kāhil	-	-	-	kāhil	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gawz	-	-	-	ǯawzat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gat_āʔ	-	-	-	gat_āʔ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gaṣṣ	-	gäṣṣ	-	-	-	-	-	-	-	-	-	-	gaṣṣ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	gäṣṣ	-
gʷin	-	gunč̣	-	ǯahḍam	-	gumbǝč̣	-	-	-	-	-	-	-	gʷīnč̣ä	gunč̣i	-	-	-	-	-	-	-	-	-	-	-	gunč̣i	-	-
ʔalim	-	ʔalim	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḳʷirbat	-	ḳorbät	-	ḳirbat	-	-	-	-	-	-	-	-	ḳʷǝrbābit	-	-	-	-	-	-	-	-	-	-	-	-	-	ḳwǝrbät	-	-
parik	-	-	-	farik	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
warr	-	-	-	warr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ʔ	-	-	-	ʔlk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gubbat	-	-	-	ǯubbat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ḳanṭā	-	ḳǝnṭǝr	-	ḳanṭ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ḳánṭhir	-	ḳǝnṭ	-	-
kun	-	kǝnd	-	kumuddat	-	-	-	-	-	-	-	kǝndä	-	-	-	-	gōmäd	mis̃ǝndɔ́t	kurmēdā	garmidia	mǝkǝndēt	-	-	-	-	garmīdā	-	-	-
ʔibarat	ibrētu	bǝrri	-	ʔibrat	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	berbéroh	ʔebrā	-	-	-
ʔalyat	-	lat	-	ʔalyat	-	-	-	-	-	-	-	-	-	-	-	-	ʔalyā	-	ʔalyǝtā	alita	-	-	-	-	-	ʔelītā	-	-	-
ʕawrat	ūru	-	-	ʕawrat	-	-	-	-	-	-	-	-	-	-	-	-	ʕärwā	-	-	-	-	-	-	-	-	-	-	-	-
