root	ags.	ahd.	ai.	air.	aisl.	aksl.	alb.	anord.	arm.	as.	av.	cymr.	gall.	got.	gr.	hitt.	lat.	lett.	lit.	mhd.	mir.	mnd.	norw.	russ.	slav.	umbr.	vgl.
pleumon	-	-	klṓman	-	-	plušta	-	-	-	-	-	-	-	-	-	-	pulmō	-	-	-	-	-	-	-	-	-	-
pleus	flēos	-	-	-	flosa	-	-	-	-	-	-	-	-	-	-	-	plūma	-	pláuzdinis	vlies	-	vlūs	-	-	-	-	-
plouto	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	pluteus	-	-	-	-	-	-	-	-	-	-
pneu	-	fnaskazzen	-	-	fnā̆sa	-	-	-	-	-	-	-	-	-	πνέω	-	-	-	-	-	-	-	-	-	-	-	-
pn̥ksti	-	fūst	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pōi	-	fedarfōtar	nŕ̥pīti	-	-	-	-	-	-	-	-	-	-	fōdr	πω̃υ	-	-	-	piemuõ	-	-	-	-	-	-	-	-
pōi	-	-	pā́ti	ibid	-	-	pī	-	ǝmpem	-	-	-	-	-	πί̄νω	-	pōtō	-	-	-	ān	-	-	-	-	puni	-
polo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	polleō	-	-	-	-	-	-	-	-	-	-
pork̂os	-	farah	-	-	-	-	-	-	-	-	-	-	-	-	-	-	porcīnus	-	par̃šas	-	orc	-	-	-	-	-	-
pos	-	-	-	-	-	po	-	-	-	-	-	-	-	-	in	-	-	-	pàs	-	-	-	-	-	-	-	das
poti	-	-	-	-	-	-	-	-	-	-	paiti	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
potis	-	-	pátyatē	-	-	gospodь	pata	-	-	-	x	-	-	brūþfaþs	πόσις	pat	potis	-	pàts	-	-	-	-	-	-	-	-
pougo	-	-	-	ōg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
prā	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	prāvus	-	-	-	rāth	-	-	-	-	-	z
prāi	-	fridu	prīṇā́ti	-	friðill	prějǫ	-	-	-	-	frāy	rhydd	-	frijōn	πρᾱΰς	-	-	priêks	-	-	-	-	-	-	-	-	-
preg	-	-	-	-	frakkr	-	-	-	-	-	-	-	-	faihufriks	-	-	-	-	-	-	-	vrak	-	-	-	-	-
prep	-	furben	-	-	-	-	-	-	erevim	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pret	-	antfrist	-	-	-	-	-	-	-	-	-	-	-	fraþi	-	-	-	-	prantù	-	rāthaigid	-	-	-	-	-	-
preu	-	frouwen	právatē	-	frār	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	prýgnutь	-	-	-
preus	forst	-	-	-	-	-	prūsh	-	-	-	-	-	-	frius	-	-	prūna	-	-	-	-	-	-	-	-	-	-
prīs	-	-	-	-	-	-	prish	-	-	-	-	-	-	-	πρί̄ω	-	-	-	-	-	-	-	-	-	-	-	-
prōk̂to	-	-	-	-	-	-	-	-	erastank	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pr̥so	-	-	-	-	-	-	-	-	-	-	-	-	-	-	πράσον	-	-	-	-	-	-	-	-	-	-	-	-
pster	-	-	-	srëod	-	-	-	-	pṙngam	-	-	-	-	-	πτάρνυμαι	-	sternuō	-	-	-	-	-	-	-	-	-	-
ptelei̯ā	-	-	-	-	-	-	-	-	-	-	-	-	-	-	πτελέᾱ	-	tilia	-	-	-	-	-	-	-	-	-	-
pū̆	-	-	phupphukāraka	-	-	-	-	-	hogi	-	-	-	-	-	-	-	-	pùlis	púras	-	ūan	-	-	-	-	-	-
pū̆	-	-	pū̆tāu	-	-	-	-	-	-	-	pūtay	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pū̆k	-	-	púccha	-	-	-	-	-	-	-	-	-	-	faúhō	-	-	-	-	paustìs	-	-	-	-	-	-	-	-
puk̂	-	-	-	-	-	-	puth	-	-	-	pusā	-	-	-	ἄμπυξ	-	-	-	-	-	-	-	-	-	-	-	-
pulo	-	-	pula	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ul	-	-	-	-	-	-
pūro	fyrs	-	-	-	-	-	-	-	-	-	-	-	-	-	πῡρός	-	-	-	pūrai	-	-	-	-	-	-	-	-
phō̆l	-	as	-	-	-	-	-	-	pul	-	-	-	-	-	-	-	-	-	púolu	-	-	-	-	-	-	-	-
rabh	rabbian	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rabiēs	-	-	-	-	-	-	-	-	-	mir
rāp	-	ruoba	-	-	-	-	repë	-	-	-	-	erfin	-	-	ῥάπυς	-	rāpum	-	rópė	-	-	-	-	-	-	-	-
rā̆̆s	reord	-	rasitá	-	-	-	-	-	-	-	-	-	-	razda	-	-	-	-	-	-	-	-	-	-	-	-	-
rē	-	-	rāmá	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
rebh	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	reb	-	-	-	-	-	-
rebh	-	rippa	-	-	-	-	-	-	-	-	-	-	-	-	ἐρέφω	-	-	-	-	-	-	-	-	-	-	-	-
rēd	rōt	-	-	-	rö̥́task	radъ	-	-	-	-	-	-	-	-	-	-	-	-	rõds	-	-	-	-	-	-	-	-
rēd	-	rato	-	-	-	-	-	-	-	-	-	rhathu	-	-	-	-	rādō	-	-	-	-	-	-	-	-	-	-
reg	-	-	rájyati	-	-	-	-	-	-	-	-	-	-	-	ῥέζω	-	-	-	-	-	-	-	-	-	-	-	-
reg	-	-	-	-	-	-	ruaj	-	-	-	-	-	-	-	-	-	-	-	regiù	-	-	-	-	-	-	-	-
reĝ	racu	-	rāj	rīched	rakr	-	-	-	arcvi	-	rasman	-	-	rahtōn	sizil	-	ērigō	-	-	-	rīge	-	-	-	-	-	-
reĝ	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dial	-	-	-	-
regʷos	-	-	rájanī	-	-	-	-	-	erek	-	-	-	-	riqis	ἔρεβος	-	-	-	-	-	-	-	-	-	-	-	-
rei	rāw	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rīma	-	rievà	-	rōen	-	-	-	-	-	-
rei	-	-	-	rīabach	-	-	-	-	-	-	-	-	-	-	-	-	-	-	raĩnas	-	-	-	-	-	-	-	-
rei	-	-	rā́yati	-	jarma	-	-	-	-	-	-	-	-	-	-	-	-	reju	ríeju	-	-	-	-	-	-	-	ferner
rei	-	-	rāta	-	-	-	-	-	-	-	-	-	-	-	-	-	reus	-	-	-	-	-	-	-	-	-	-
reibh	-	-	rébhati	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rìbêt	-	-	-	-	-	-	-	-	-
reid	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ἐρείδω	-	ridica	-	-	-	-	-	-	-	-	-	-
reidh	gerǣdan	gireiti	-	-	greiða	-	-	-	-	-	-	ebrwydd	rēda	garaidjan	-	-	-	raidīt	-	gereiten	rīadaim	gerēde	-	-	-	-	hierzu
reig	-	-	-	-	-	-	-	-	-	-	-	modrwy	-	-	-	-	-	-	-	ric	ārach	-	-	-	-	-	-
reiĝ	-	reichen	-	riag	-	-	-	-	-	-	-	-	-	-	-	-	-	-	réižiuos	-	rēimm	-	-	-	-	-	-
reik	-	rigil	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rìku	-	-	-	rēch	rikke	-	-	-	-
reirēi	-	-	ēlāyáti	-	-	-	-	-	-	-	-	-	-	reiran	-	-	-	-	-	-	-	-	-	-	-	-	-
rēito	-	-	-	-	-	-	-	-	eri	-	-	-	-	-	-	-	-	-	ríetas	-	-	-	-	-	-	-	-
rek	roccian	-	-	-	rā	-	-	-	-	-	-	-	-	-	-	-	-	-	rė́klės	rogel	-	-	dial	-	-	-	-
rē̆k	-	-	racayati	-	-	rokъ	-	-	-	-	-	-	-	rahnjan	-	-	-	-	-	-	-	-	-	-	-	-	-
rek̂	racente	-	raśanā	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
rek̂þh	-	-	rákṣas	-	-	-	-	-	-	-	-	-	-	-	ἐρέχθω	-	-	-	-	-	-	-	-	-	-	-	-
rem	-	ramft	ránti	forim	rǫnd	-	-	-	-	-	rāmyat̃	-	-	rimis	ἠρέμα	-	-	-	-	-	rinde	-	rand	-	-	-	-
remb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rum̃bas	rumph	-	-	-	-	-	-	-
rendh	rendan	rinda	rándhram	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
rent	-	-	rátnam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ruotîgs	-	-	-	-	-	-	-	-	-
rep	-	-	vermutlich	-	-	-	rjep	-	-	-	-	-	-	-	ἐρέπτομαι	-	rapiō	-	-	-	-	-	-	-	-	-	-
rēp	-	rebo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rēpō	-	rėplióti	-	-	-	-	-	-	-	-
rēp	-	rā̆vo	-	-	raptr	rěpьjь	-	-	-	-	-	-	-	-	-	-	-	-	rė́plinti	-	-	-	-	-	-	-	-
reth	-	-	rátha	foriuth	rǫðull	-	-	-	-	-	raɵa	rhod	petorritum	raþs	-	-	rota	-	ritù	-	-	-	-	-	-	-	-
rēt	-	ruota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rētae	-	-	-	-	-	-	-	-	-	-
reu	rēon	-	rā́uti	-	rymja	-	-	-	-	-	-	-	-	rūna	ὠρύ̄ομαι	-	rūmor	-	-	-	-	-	-	-	-	-	-
reu	-	-	rav	-	rǫgg	ryjǫ	-	-	-	ahd	-	-	-	riurs	ἐρῠσίχθων	-	ruō	raûklis	ráuju	-	rūam	mndl	-	-	-	-	unten
reudh	rūst	aruzzi	ōhá	rūad	rjōðr	rudъ	-	-	-	-	-	-	-	-	ἐρεύθω	-	raudus	ruds	raũdas	-	-	-	-	rysyj	-	rufru	ig
reughmen	-	-	-	-	rjūmi	-	-	-	-	-	raoɣna	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
reus	-	rust	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
reusmen	-	-	rōmantha	-	-	-	-	-	-	-	-	-	-	-	-	-	rūmen	-	-	-	-	-	-	-	-	-	oben
reuto	rēada	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
reu̯ǝ	-	-	-	-	-	ravьnъ	-	-	-	-	ravah	-	-	-	-	-	rūs	-	-	rūme	róe	-	-	rovesnyk	-	-	-
rezg	resce	-	rájju	-	-	-	-	-	-	-	-	-	-	-	-	-	restis	-	rezgù	-	-	rusch	rusk	-	-	-	-
rukk	-	-	-	rucht	rokkr	-	-	-	-	-	-	-	-	rukka	-	-	-	-	-	-	-	-	-	-	-	-	-
r̥ksā	-	-	r̥kṣálā	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ŕ̥k̂þos	-	-	ŕ̥kṣa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
sā	-	-	asinvá	sāith	seðja	sуtъ	-	-	atok	-	-	-	-	saþs	them	-	satis	-	sótis	-	-	-	-	-	-	-	-
sāg	-	-	-	sār	saka	-	-	-	-	-	-	-	-	insahts	ἡγέομαι	šakk	sāgiō	-	-	-	-	-	-	-	-	-	-
sāi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	αἱμωδός	-	-	-	-	-	-	-	-	-	-	-	-
saip	-	-	-	-	-	-	-	-	-	-	-	-	-	-	αἱμός	-	-	-	-	-	-	-	-	-	-	-	-
sak	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sacer	-	-	-	-	-	-	-	-	-	-
sal	-	-	salilá	salann	-	solь	ngjelbëtë	-	aɫ	-	-	heli	-	-	ἅλς	-	sāl	sālīms	sālti	-	-	-	-	-	solnъ	salu	-
sal	-	-	-	-	-	-	-	-	-	-	-	sal	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
sā̆lo	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	salum	-	-	-	sal	-	-	-	-	-	-
sānos	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sānus	-	-	-	-	-	-	-	-	sanes	-
sap	sæp	-	-	-	-	-	-	-	ham	-	-	-	-	-	-	-	sapa	-	-	beseben	-	-	-	-	-	-	-
sasi̯o	-	-	sasyá	-	-	-	-	-	-	-	-	haidd	-	-	-	-	-	-	-	-	-	-	-	-	-	-	auch
saus	sēar	-	śúṣka	-	-	suchъ	-	-	-	-	haos	-	-	-	αὐχμός	-	sūdus	sust	saũsas	-	-	-	-	-	-	-	-
sā́u̯el	-	-	sūrta	sūil	-	-	-	-	-	-	-	haul	-	sugil	hom	-	sōl	-	-	-	-	-	-	-	sulnika	-	-
sed	-	-	-	saidid	sit	sędǫ	-	-	nstim	-	ap	seddu	-	sitan	ἕζομαι	-	sedeō	-	sė́du	-	-	-	-	-	-	-	-
seg	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	seges	-	-	-	-	-	-	-	-	-	-
seg	-	-	sájati	-	-	sęgnǫti	-	-	-	-	-	-	-	-	-	-	-	segt	sègti	-	sēn	mhd	-	-	-	-	-
seĝh	-	-	sáhatē	-	-	-	-	-	-	-	-	-	-	-	ἔχω	-	-	-	-	-	-	-	-	-	-	-	-
sēi	-	-	-	-	-	-	shosh	-	-	-	-	-	-	-	ἤθω	-	simila	-	síetas	-	sīthlad	-	-	-	sějǫ	-	-
sēi	-	-	syáti	-	-	-	-	-	-	-	hāy	-	-	-	-	išḫii̯a	-	sìet	-	-	-	-	-	-	-	-	-
sēidh	-	-	sā́dhati	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
sē̆ik	-	-	-	-	sār	-	-	-	-	-	-	-	-	-	ἵκω	-	-	-	síekti	-	-	-	-	-	-	-	-
seikʷ	seohtre	as	sḗcatē	-	sīa	-	-	-	-	-	haēk	-	goidel	-	ἷξαι	-	siat	-	-	-	-	sēge	-	-	-	-	-
seip	-	sib	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sēpe	-	-	-	-	-
sek	-	-	ásakra	-	-	-	-	-	-	-	-	-	-	-	hom	-	-	-	-	-	-	-	-	-	-	-	-
sē̆k	-	-	-	-	-	sekyra	shatë	-	-	-	-	-	-	-	-	-	a	-	-	-	-	-	-	-	-	-	-
sēk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	hom	-	-	-	-	-	-	-	-	-	-	-	-
sekʷ	-	beinsegga	anusac	sechithir	-	-	-	-	-	-	hakat̃	-	-	-	ἕπομαι	-	sequor	-	atsektas	-	-	-	-	-	-	-	sector
sekʷ	-	sagen	-	incoissig	-	sočiti	-	-	-	-	-	-	-	-	ἐνέπω	-	īnseque	-	sekù	-	scoth	-	-	-	-	prusikurent	-
sel	-	sal	-	-	-	-	-	-	-	-	-	-	-	saljan	-	-	-	-	salà	-	-	-	-	-	-	-	-
sel	selma	swelli	-	-	-	-	gjolë	-	-	-	-	-	-	-	-	-	-	-	súolas	-	-	-	-	-	-	-	-
sel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ἑλει̃ν	-	-	-	-	-	-	-	-	-	-	-	-
sel	-	-	ucchalati	-	-	-	-	-	-	-	-	-	-	-	ἅλλομαι	-	saliō	-	sal̃pas	-	saltraid	-	-	-	selpjǫ	-	-
sel	-	-	tsárati	selid	-	-	shligë	-	solim	-	-	-	-	-	ἐιλίποδας	-	-	-	selù	-	-	-	-	-	-	-	-
sel	sēlra	-	-	slān	-	-	-	-	-	-	-	-	-	-	-	-	sōlor	-	-	-	-	-	-	-	-	-	-
selĝ	-	-	sr̥játi	selg	-	-	-	-	-	-	harǝzaiti	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
selk	-	-	-	-	-	-	-	-	heɫg	-	-	-	-	-	ἕλκω	-	-	-	-	-	-	-	-	-	-	-	-
selos	-	-	sarasyá	-	-	-	-	-	-	-	-	-	-	-	ἕλος	-	-	-	-	-	-	-	-	-	-	-	-
selp	-	salba	sarpís	-	-	-	gjalp	-	-	-	-	-	-	-	ἔλπος	-	-	-	-	-	-	-	-	-	-	-	-
sem	-	-	-	sem	-	-	-	-	-	-	-	-	-	-	ἀμάομαι	-	sentīna	-	semiù	-	-	-	-	-	-	-	auf
sem	-	-	-	cumme	-	-	-	-	-	-	-	-	-	-	εἷς	-	semper	-	-	-	-	-	-	-	-	-	-
sem	-	sumar	sámā	sam	simull	-	-	-	am	-	ham	hafod	samonios	-	-	-	-	-	-	-	-	-	-	-	-	-	-
sēmi	-	sāmi	sāmí	-	-	-	-	-	-	-	-	-	-	-	ἡμι	-	sēmi	-	-	-	-	-	-	-	-	-	at
sen	-	-	ásanam	consuī	-	-	-	-	-	-	-	-	-	-	ἀνύτω	šanḫ	-	-	-	-	-	-	-	-	-	-	-
sendhro	-	-	-	-	sindr	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dial	-	-	-	-
sengʷ	-	-	-	-	-	-	-	-	ankanim	-	-	-	-	-	ἑάφθη	-	-	-	-	-	-	-	-	-	-	-	-
sengʷh	-	-	-	-	-	-	-	-	-	-	-	-	-	saggws	ὀμφή	-	-	-	-	-	-	-	-	-	-	-	-
seni	-	-	sanutár	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
senk	sengan	-	-	-	-	prěsǫčiti	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
seno	-	-	sána	sen	-	-	-	-	hanapaz	-	-	-	-	sineigs	ἕνος	-	senex	-	sẽnas	-	-	-	-	-	-	-	-
sent	-	sinnan	-	sētig	-	sęštь	-	-	ǝntac̣	-	-	carrynt	-	gasinþa	-	-	-	-	siunčiù	-	-	-	-	-	-	-	-
sep	-	-	sápati	-	-	-	-	-	-	-	-	-	-	-	ἕπω	-	-	-	-	-	-	-	-	-	-	-	-
septm̥	-	-	saptatí	-	-	-	-	-	-	-	-	-	-	-	-	šipta	-	-	-	-	-	-	-	-	-	-	-
ser	-	-	sará	-	-	-	gjizë	-	-	-	-	herw	ven	-	-	-	-	-	apsirti	-	sirid	-	-	-	-	-	-
ser	-	-	-	-	-	chranjǫ	-	-	-	-	haraiti	-	-	-	-	-	servō	-	sérgmi	-	-	-	-	-	-	seritu	-
ser	-	-	vielleicht	-	-	-	-	-	-	-	-	-	-	-	-	-	sorbum	sarks	serpės	-	-	-	-	soróga	-	-	-
ser	-	-	sarat	sernaid	serða	-	-	-	-	-	-	-	-	sarwa	εἴρω	šarra	serō	-	-	-	-	-	-	-	-	-	-
ser	-	-	sr̥ṇī́	-	-	-	-	-	-	-	-	-	-	-	-	-	sariō	-	-	-	-	-	-	-	-	-	-
serk	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ἕρκος	šarnink	sarciō	-	-	-	-	-	-	-	-	-	-
serp	-	-	sárpati	-	-	-	gjarpën	-	-	-	-	-	-	-	ἕρπω	-	serpō	-	-	-	-	-	-	-	-	-	-
seu	-	sou	sávanam	suth	sut	-	shi	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
seu	-	-	sū́tē	suth	-	-	-	-	-	-	hav	hogen	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
seu	-	-	suváti	sōaid	-	-	-	-	-	-	hav	-	-	-	-	šuu̯āi	-	-	sukù	-	-	-	-	-	-	-	-
seu	-	-	-	-	-	-	-	-	-	-	hāvayąn	-	-	sauþs	-	-	-	šaulis	siaučiù	-	-	-	-	šučú	-	-	auch
seug	sȳsl	-	-	-	-	-	-	-	hiucanim	-	-	-	-	saúhts	-	-	-	-	-	sochen	socht	-	-	-	-	-	-
seu̯ǝ	-	virsūmen	-	-	-	-	-	-	-	-	-	-	-	-	ἐάω	-	-	-	-	-	-	-	-	-	-	-	-
seu̯i̯o	-	-	savyá	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
si̯ēuro	-	-	syālá	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
si̯ū	-	soum	sī́vyati	-	-	šijǫ	-	-	-	-	-	-	-	siujan	ὑμήν	šummanzan	suō	-	siútas	sūte	-	-	-	-	-	-	-
skabh	-	-	skabhnā́ti	-	-	-	-	-	-	-	upaskambǝm	-	-	-	-	-	scamnum	-	-	-	-	-	-	-	-	-	-
skāi	-	heitar	kētú	-	heið	-	-	-	-	-	-	-	-	haidus	-	-	wahrscheinlich	skaĩdrs	skáistas	-	-	-	-	-	-	-	-
skhai	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	caedō	-	-	-	-	-	-	-	-	-	-
sk̂āi	as	-	chāyā́	-	skǣrr	sijati	hē	-	-	-	-	-	-	skeima	σκιά̄	-	-	seja	-	scheim	-	-	hīm	-	-	-	-
skamb	-	-	-	camb	hespa	skoba	-	-	-	-	-	-	-	-	κόμβος	-	-	-	-	-	-	-	hempa	-	-	-	-
skhed	-	-	skhadatē	-	-	skǫdъ	tshanj	-	šert	-	sčandayeiti	-	-	-	σκεδάννυμι	-	scindula	-	kedė́ti	-	-	-	-	ščédryj	-	-	-
sk̂ed	-	hāz	chadati	-	-	-	-	-	-	-	sādayantī	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
skē̆i	-	sceidan	-	scīath	skeið	čistъ	-	-	c̣tim	-	saēd	ysgwydd	-	skaidan	σχίζω	-	scindō	šḱieva	skíedžiu	schedel	scaīlid	-	-	ščíryj	-	-	auch
skē̆ibh	-	-	-	-	skeifr	-	-	-	-	-	-	-	-	-	σκιμβός	-	-	šḱībs	paskybei	-	-	-	-	-	-	-	gr
skek	tōscecgan	gesciht	-	scēn	skegg	-	-	-	-	-	-	ysgogi	-	-	κεκη̃νας	-	-	-	šókti	schicken	-	-	-	-	-	-	-
skel	-	scultirra	kalā́	colainn	hold	kolъ	halë	-	čelkem	skola	-	caill	calliomarcus	skalja	σκάλλω	-	silex	-	skìlti	-	scellān	schelen	schwed	-	-	-	alb
skel	scyld	-	-	-	-	-	-	-	-	-	-	-	-	skula	-	-	-	-	kaltė̃	-	-	-	-	-	-	-	-
skel	-	-	-	-	-	-	-	-	-	-	-	-	-	-	σκέλλω	-	-	kàlss	-	hel	-	-	-	-	-	-	-
skel	-	mit	-	-	skjalfa	-	tshalë	-	-	-	-	-	-	-	σκέλος	-	calx	-	kul̃nas	-	-	-	-	-	-	-	-
sk̂el	-	-	śalabha	-	skelkr	-	-	-	-	-	-	-	-	usw	-	-	-	-	šuolỹs	schel	-	-	-	-	-	-	-
skhel	-	-	skhálatē	-	-	-	-	-	sxalem	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
sk̂em	-	-	śámala	-	hamla	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
skend	scinn	-	-	-	skān	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
skendh	-	-	-	-	-	-	-	-	-	-	-	-	-	-	σκινθός	-	-	-	skęstù	-	-	-	-	-	-	-	-
skeng	-	-	ásthi	-	skakkr	-	-	-	-	-	-	-	-	-	σκάζω	-	-	-	-	hanke	scingim	-	-	-	-	-	-
skep	-	-	-	-	-	-	-	-	-	-	-	-	-	-	σκέπας	-	-	-	-	-	-	-	-	-	-	-	-
skē̆p	gesceap	scaf	-	-	skabb	skoblь	-	-	-	skepil	-	-	-	skaban	-	-	und	skabrs	-	-	scīp	-	-	-	-	-	-
sker	-	-	-	-	hrūðr	-	-	-	-	-	-	-	-	-	-	-	-	-	krenkù	schraz	-	schrāde	skrinn	-	-	-	-
sker	secgescēre	screcchōn	kiráti	-	-	ašterъ	-	-	-	-	-	-	-	-	σκαίρω	-	-	-	-	schrǣjen	-	-	-	-	-	-	-
sker	-	-	-	-	-	-	vielleicht	-	-	-	-	-	-	-	κυρτός	-	curvus	-	-	-	cor	-	-	kórtočki	-	-	-
sker	scearu	scār	carú	scuirim	hǫrund	krъma	shkjer	-	korem	-	-	ysgarthu	-	haírus	κώρυκος	-	curtus	-	karaĩ	schuor	coire	-	-	čéren	červo	kartu	ferner
skerd	-	-	-	-	skarn	skarędъ	-	-	-	-	sairya	-	-	-	σκω̃ρ	-	mūscerda	sãrn̨i	-	-	-	-	-	-	-	-	-
skerbh	-	hrimfan	-	-	harpa	-	-	-	-	-	-	-	-	hramjan	κάρφος	-	vielleicht	-	-	-	corb	rump	rump	-	-	-	-
skerdh	-	-	kr̥dhú	-	-	-	-	-	-	-	-	-	-	-	σκυρθάλιος	-	-	-	skurstù	-	-	-	-	-	-	-	-
skerts	-	-	-	-	-	črěsla	-	-	xeṙ	-	-	-	-	-	ἐγκάρσιος	-	-	-	sker̃sas	-	-	-	-	-	-	-	-
skēt	sceadd	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	scateō	-	-	-	-	-	-	-	-	-	gr
skēth	-	-	-	-	skōð	-	-	-	xatarem	-	-	-	-	skaþis	ἀσκηθής	-	-	-	-	-	scīth	-	-	-	-	-	-
skeu	-	-	-	-	heyja	prěkutiti	-	-	-	-	-	-	-	-	σκευ̃ος	-	-	-	-	-	-	-	-	-	-	-	-
skeu	scuwa	scūr	skunāti	cūl	skȳla	-	-	-	c̣iw	-	-	-	-	skōhs	σκύ̄νια	-	obscūrus	skaût	skūrà	-	-	-	skūme	-	-	-	-
skē̆u	-	-	kṣāuti	-	hnø̄ri	-	-	-	-	-	-	-	-	-	-	-	-	-	šniaũkti	-	-	-	-	-	-	-	nd
skēut	-	skurgan	skāuti	-	skora	-	-	-	-	-	-	-	-	skaúrō	σκυ̃ρος	-	-	skurinât	kiùrstu	schiel	-	-	-	-	-	-	mhd
sk̂ē̆u	-	-	-	-	-	sulica	-	-	-	-	-	-	-	-	-	-	-	šaũt	šáuju	-	-	-	-	-	-	-	-
skeub	-	scūfala	-	-	skopa	skubǫ	-	-	-	-	-	-	-	afskiuban	-	-	-	-	skùbti	schūft	-	-	-	-	-	-	-
skeud	-	-	-	-	-	-	-	-	-	-	-	-	-	-	σκυδμαίνω	-	-	skundu	skaudulỹs	-	-	-	-	-	-	-	-
skeud	-	-	cṓdati	-	-	-	heth	-	-	-	-	-	-	-	κυδίας	-	-	-	-	-	-	-	-	-	-	-	-
skeup	scyfele	scobar	-	-	skauf	-	-	-	-	-	-	-	-	skufta	-	-	-	-	-	schopf	-	-	-	-	kyta	-	-
skeut	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	apkiaũsti	-	-	-	-	-	-	-	-
sk̂lēk	-	-	-	-	slag	-	-	-	-	-	-	-	-	-	-	-	-	-	šlãkas	-	-	slagge	-	-	-	-	-
skordho	-	scartīsarn	-	-	-	skrada	-	-	-	-	-	-	-	-	-	-	-	skārds	-	-	-	-	-	-	skver	-	-
skot	-	-	-	dehnstufig	-	-	-	-	-	-	-	-	-	skadus	σκότος	-	-	-	-	-	-	-	-	-	-	-	-
skū̆t	-	-	-	-	skynda	skytati	-	-	-	farskundian	-	-	-	-	-	-	-	-	kutù	-	-	-	-	-	-	-	-
skʷalos	-	-	-	-	hvalr	-	-	-	-	-	kora	-	-	-	-	-	squalus	-	-	-	-	-	-	-	-	-	-
